country,year,n_teams,n_events,n_academic_teams,top10_appearances,top50_appearances,top100_appearances,median_place,mean_place,total_appearances
ID,2014,14,18,5,0,0,12,205,246.7,49
ID,2015,41,35,14,0,13,40,253,300.7,231
ID,2016,52,44,24,0,10,31,309.0,357.0,270
ID,2017,54,61,27,2,15,39,295,382.6,267
ID,2018,67,73,33,5,35,85,245,320.8,423
ID,2019,54,89,25,10,51,105,221,293.3,411
ID,2020,55,126,25,17,60,116,218.5,307.1,424
ID,2021,43,93,19,1,21,40,208.5,391.0,166
ID,2022,30,71,12,3,18,35,164.5,293.2,106
ID,2023,29,109,14,9,49,78,142,244.5,189
ID,2024,35,119,14,26,71,98,146.0,276.1,232
ID,2025,29,149,13,28,71,122,174.5,243.9,326
ID,2026,23,53,11,5,28,52,132.5,223.0,124
IE,2014,1,5,1,0,0,0,172,183.4,5
IE,2016,3,4,1,1,1,2,160.5,187.8,4
IE,2017,5,16,3,0,3,3,303,356.1,17
IE,2018,5,11,2,0,1,1,428,545.2,13
IE,2019,2,16,0,0,0,2,281.0,316.6,16
IE,2020,2,15,0,0,1,3,233,276.7,15
IE,2021,2,26,0,0,1,2,283.5,396.8,26
IE,2022,3,14,1,0,1,2,486.0,742.9,14
IE,2023,2,7,0,0,1,2,123,266.3,7
IE,2024,2,10,0,0,0,3,231.0,342.6,10
IE,2025,3,15,1,0,0,2,368.0,402.1,16
IE,2026,2,8,1,0,1,3,400.0,431.8,8
IL,2013,1,1,0,1,1,1,5,5,1
IL,2014,3,6,1,1,1,2,324.5,373,6
IL,2015,3,7,0,2,2,2,344.0,370.6,8
IL,2016,8,15,1,2,4,6,216,289.2,17
IL,2017,19,44,4,10,19,31,154,275.3,79
IL,2018,27,57,3,12,38,66,153.0,212.5,170
IL,2019,21,68,2,8,23,44,187,285.6,141
IL,2020,22,65,4,10,21,39,222,365.0,123
IL,2021,10,37,1,6,15,22,137,226.2,49
IL,2022,9,22,1,3,5,7,231.5,456.3,26
IL,2023,12,19,2,0,4,5,251.0,370.0,22
IL,2024,9,10,1,1,2,3,274,615.7,11
IL,2025,8,15,1,2,4,6,182.0,447.5,16
IL,2026,1,1,0,0,0,0,131,131,1
IM,2011,1,1,0,0,0,0,113,113,1
IM,2013,1,1,1,0,1,1,11,11,1
IM,2014,1,1,1,0,0,0,262,262,1
IM,2015,1,1,1,0,0,0,138,138,1
IM,2016,1,1,1,0,0,0,800,800,1
IM,2018,1,2,1,0,0,0,541.0,541,2
IM,2019,3,7,2,0,0,0,697.0,740,8
IM,2020,3,8,2,0,1,1,334.5,385.6,8
IM,2021,1,2,1,0,0,0,1253.5,1253.5,2
IM,2022,2,8,1,0,0,0,478.0,827.9,8
IM,2023,3,8,2,0,0,0,651.5,1015.2,10
IM,2024,2,7,1,0,0,0,890,1010.7,7
IM,2025,2,4,1,0,0,0,958.0,1136.2,4
IM,2026,1,6,1,0,1,1,345.5,438.7,6
IN,2011,3,5,1,1,2,4,84.5,86,8
IN,2012,9,15,2,0,9,18,91,136.5,35
IN,2013,19,26,3,2,19,42,105.5,179.4,90
IN,2014,28,25,8,2,13,31,181.0,258.6,130
IN,2015,57,38,31,1,24,56,198.5,263.0,218
IN,2016,88,54,46,3,38,93,222.0,287.8,430
IN,2017,122,70,62,15,79,184,215.5,318.3,724
IN,2018,176,82,87,26,121,254,253,338.4,1019
IN,2019,133,105,59,38,172,301,182,270.1,909
IN,2020,145,156,52,40,200,366,180,307.4,1057
IN,2021,113,162,42,43,195,302,157,307.9,777
IN,2022,95,154,35,16,112,192,202.5,311.8,596
IN,2023,83,169,34,15,133,238,157,281.0,607
IN,2024,95,186,42,62,207,323,135,264.3,777
IN,2025,95,177,33,62,221,339,141,253.7,777
IN,2026,47,65,18,17,62,101,138,195.6,253
IQ,2016,1,1,1,0,0,0,469,469,1
IR,2012,1,4,0,0,2,4,59.5,58.8,4
IR,2013,16,25,1,7,29,50,71.5,111.9,78
IR,2014,20,25,1,2,21,42,158.0,232.8,116
IR,2015,21,36,3,6,21,35,116.0,204.3,84
IR,2016,34,49,10,9,40,65,125,241.3,153
IR,2017,20,60,8,8,52,74,88.0,233.7,142
IR,2018,30,68,9,10,37,57,185,291.7,189
IR,2019,29,68,7,3,18,25,264,332.4,125
IR,2020,26,79,4,3,11,24,349,435.9,143
IR,2021,25,53,5,1,8,14,272,412.3,83
IR,2022,19,47,4,3,9,12,367,537.1,67
IR,2023,15,55,3,0,8,14,255.5,375.0,76
IR,2024,17,67,4,2,12,18,271.0,406.4,94
IR,2025,26,59,5,2,10,10,365.5,473.2,70
IR,2026,11,25,1,1,5,7,247,320.7,31
IS,2015,1,4,0,0,0,0,339.0,336.2,4
IS,2016,3,15,0,0,0,2,264,369.6,19
IS,2017,3,7,0,0,0,0,228.5,256.5,8
IS,2018,4,3,1,0,1,2,279.5,398.5,4
IS,2019,3,12,0,0,1,3,473.0,436.4,12
IS,2020,4,7,0,0,0,2,600,569.3,7
IS,2021,3,3,0,0,0,0,453.5,566.5,4
IS,2022,2,23,0,0,0,3,201,265.5,23
IS,2023,2,19,0,0,0,0,322,352.4,21
IS,2024,3,7,0,0,1,1,365,415.7,7
IS,2025,1,1,0,0,0,0,305,305,1
IT,2011,5,7,1,2,14,15,23,43.1,17
IT,2012,4,13,1,1,22,32,42,54.1,35
IT,2013,5,23,1,3,15,36,66,84.4,43
IT,2014,4,15,1,0,11,18,64.0,119.2,28
IT,2015,10,28,2,2,21,34,75,174.9,61
IT,2016,12,40,4,2,25,50,100.5,201.7,100
IT,2017,22,63,8,16,63,107,89,185.5,205
IT,2018,33,75,11,21,93,152,77.5,176.4,266
IT,2019,30,92,10,26,97,140,89,185.8,267
IT,2020,24,98,8,35,91,126,77,152.5,217
IT,2021,19,86,7,26,74,100,64,203.3,167
IT,2022,19,96,7,24,71,91,66,192.7,157
IT,2023,20,96,6,35,91,115,44,158.0,167
IT,2024,15,95,5,30,79,96,37.5,143.2,142
IT,2025,16,89,4,40,80,90,26,133.0,133
IT,2026,7,17,3,2,11,13,64.0,200.1,22
JO,2012,1,1,0,0,0,0,597,597,1
JO,2015,1,1,0,0,0,0,307,307,1
JO,2016,1,1,0,0,0,0,572,572,1
JO,2017,1,1,0,0,0,0,263,263,1
JO,2018,4,28,3,0,6,9,191,271.4,37
JO,2019,4,20,2,0,2,6,173.5,291.8,24
JO,2020,3,26,1,1,9,17,68.0,213.2,28
JO,2021,2,4,1,0,2,2,112.5,123.5,4
JO,2022,2,7,1,1,2,4,59,308,7
JO,2023,1,43,0,8,20,31,55,127.4,43
JO,2024,1,40,0,7,23,31,46.5,104.6,40
JO,2025,1,38,0,7,23,27,26.5,89.3,38
JO,2026,1,9,0,1,3,6,63,141.7,9
JP,2011,2,9,0,3,8,11,38,33.6,11
JP,2012,14,21,0,9,27,45,67,89.2,63
JP,2013,26,32,2,10,58,106,73,108.5,165
JP,2014,56,32,6,13,86,168,120.0,163.6,394
JP,2015,72,44,11,34,145,224,120.5,164.2,526
JP,2016,93,61,19,42,160,279,136.0,187.3,718
JP,2017,102,79,18,65,255,413,117,190.4,907
JP,2018,124,91,26,70,268,457,115.5,187.8,992
JP,2019,99,111,17,54,276,459,146,227.3,1171
JP,2020,90,152,15,42,234,429,125,244.0,1051
JP,2021,67,146,6,50,218,387,100,195.6,771
JP,2022,61,152,7,33,192,330,104.5,191.5,676
JP,2023,59,152,6,41,171,287,107.5,197.4,586
JP,2024,51,151,8,14,96,174,153.0,236.7,466
JP,2025,55,142,9,9,79,143,169,246.3,403
JP,2026,31,42,4,2,7,24,206,278.6,81
KE,2015,1,1,0,0,0,0,746,746,1
KE,2016,1,4,0,0,0,0,392.0,358.2,4
KE,2017,1,29,0,0,1,1,306,453.4,29
KE,2018,4,15,1,0,0,1,313.0,403.9,16
KE,2019,2,18,0,0,0,0,413,515.8,19
KE,2020,4,18,0,0,0,0,549.5,626.6,18
KE,2021,3,5,1,0,0,0,812,786.8,5
KE,2022,3,11,1,0,0,0,370,364.2,11
KE,2023,4,10,2,0,0,0,328.5,632.1,10
KE,2024,3,5,0,0,0,0,494,494.2,5
KE,2025,1,1,0,0,0,0,795,795,1
KE,2026,1,1,1,0,0,0,133,133,1
KG,2017,1,11,0,0,1,2,253,380.3,11
KG,2025,1,4,0,0,1,3,68.5,106.8,4
KG,2026,1,1,0,0,0,0,175,175,1
KH,2017,1,1,0,0,0,0,683,683,1
KH,2018,1,3,0,0,0,2,94,163.7,3
KH,2019,2,8,0,0,0,3,136.5,233.5,8
KH,2020,1,1,0,0,0,0,217,217,1
KH,2022,1,1,0,0,0,0,671,671,1
KH,2024,1,1,0,0,0,0,1105,1105,1
KP,2012,1,5,0,1,4,4,42,43.6,5
KP,2013,1,23,0,10,20,22,13,24.8,23
KP,2014,1,14,0,0,7,11,54.5,67.1,14
KP,2015,1,23,0,1,15,17,40,70.0,23
KP,2016,3,25,1,0,12,15,96.0,148.8,28
KP,2017,4,34,2,1,5,14,135.5,234.9,38
KP,2018,3,25,1,0,0,5,237.0,345.5,28
KP,2019,2,4,0,0,0,1,129.0,157,4
KP,2020,2,12,1,0,0,1,257.5,388.1,12
KP,2021,2,2,1,0,0,1,186.0,186,2
KP,2022,1,2,1,0,1,2,39.5,39.5,2
KP,2023,1,2,1,0,0,0,421.5,421.5,2
KP,2024,1,1,1,0,0,0,967,967,1
KP,2025,1,2,1,0,0,0,564.5,564.5,2
KR,2011,7,4,5,4,6,10,39.5,57,12
KR,2012,22,16,8,7,35,52,68,91.1,83
KR,2013,32,27,7,13,56,80,84.0,128.7,138
KR,2014,38,29,8,15,41,61,136,191.4,151
KR,2015,52,41,11,17,48,79,154.5,233.9,222
KR,2016,55,54,12,19,76,126,142,213.6,323
KR,2017,90,78,27,31,140,220,134.0,223.6,536
KR,2018,110,87,36,55,155,243,167.0,268.1,686
KR,2019,86,101,22,42,172,289,163.0,240.9,738
KR,2020,75,134,20,47,148,236,216,327.8,727
KR,2021,61,122,16,14,67,118,216,310.2,411
KR,2022,54,114,16,10,63,118,157,244.3,315
KR,2023,50,123,10,11,47,83,186.5,291.3,250
KR,2024,45,115,11,12,59,98,191,314.4,259
KR,2025,48,118,14,15,62,94,166,296.6,251
KR,2026,29,44,5,22,36,50,112,192.9,103
KZ,2014,1,16,0,1,1,2,244.0,280.3,16
KZ,2015,2,8,0,0,1,1,215,279,9
KZ,2016,3,21,0,0,1,3,183,294.5,23
KZ,2017,4,28,0,0,0,5,210,268.8,31
KZ,2018,4,9,1,0,0,0,305,481.2,9
KZ,2019,2,5,1,0,0,1,246.0,294.8,6
KZ,2020,3,13,1,0,0,1,503.5,487.1,14
KZ,2021,1,2,1,0,0,1,244.5,244.5,2
KZ,2022,4,24,1,0,0,1,321,475.3,27
KZ,2023,2,27,1,0,2,4,279,309.6,27
KZ,2024,3,21,1,0,1,1,307,330.5,23
KZ,2025,3,17,1,1,5,5,162,310.3,17
KZ,2026,3,10,1,0,1,1,277,349.5,11
LA,2018,1,1,0,0,0,0,195,195,1
LA,2019,1,5,1,0,0,0,308,345,5
LA,2020,2,9,1,0,0,1,437,436.1,9
LA,2022,1,6,1,0,0,1,122.5,268,6
LA,2023,1,11,1,0,0,1,376,552.7,11
LA,2024,2,21,1,0,0,2,525,581,21
LA,2025,1,10,0,0,0,0,461.0,434,10
LA,2026,1,4,0,0,0,0,588.0,617.2,4
LB,2019,1,1,1,0,0,0,195,195,1
LC,2014,1,1,1,0,0,0,684,684,1
LC,2015,1,1,1,0,0,0,687,687,1
LC,2016,1,3,1,0,0,0,621,686,3
LC,2017,1,1,1,0,0,0,1294,1294,1
LC,2018,1,3,1,0,0,0,762,778.7,3
LC,2019,2,6,2,0,0,0,462.5,670,6
LC,2020,2,9,2,0,0,0,613,675,9
LC,2022,1,1,1,0,0,0,470,470,1
LC,2023,1,1,1,0,0,0,352,352,1
LC,2024,3,9,3,0,0,0,347,341.4,9
LC,2025,1,9,1,0,0,0,429,376.7,9
LC,2026,2,2,2,0,0,1,123.0,123,2
LK,2015,1,1,0,0,0,0,425,425,1
LK,2016,3,6,3,0,0,0,448,402.4,7
LK,2017,5,2,3,0,0,0,206,178.8,5
LK,2018,2,4,1,0,1,1,256.0,465.8,4
LK,2019,3,6,2,0,0,0,280.5,323.2,6
LK,2020,3,5,1,0,0,0,309,495.4,5
LK,2021,1,1,1,0,0,0,652,652,1
LK,2022,2,3,1,0,0,0,197,252.7,3
LK,2023,2,6,2,0,0,4,82.5,148.8,6
LK,2024,2,2,2,0,0,0,1055.5,1055.5,2
LK,2025,2,2,2,0,0,0,543.0,543,2
LK,2026,1,1,1,0,0,1,97,97,1
LT,2013,1,1,0,0,0,0,422,422,1
LT,2016,1,1,0,0,0,1,62,62,1
LT,2017,2,2,0,0,0,0,1184.5,1184.5,2
LT,2018,2,3,0,0,0,0,127,275.3,3
LT,2019,2,7,0,0,0,0,296,342.4,7
LT,2020,2,21,0,0,6,9,128,253.0,21
LT,2021,2,44,0,0,14,21,114,149.9,45
LT,2022,3,7,0,0,3,3,274,303,7
LT,2023,2,3,0,0,0,0,311,380.7,3
LT,2024,3,11,0,0,1,3,346,439.7,11
LT,2025,1,2,0,0,0,1,530.0,530,2
LT,2026,3,5,0,0,0,1,410,538.7,7
LU,2012,2,4,0,0,2,3,61.5,81.2,4
LU,2013,2,2,0,0,0,0,232.5,232.5,2
LU,2014,1,1,0,0,0,0,118,118,1
LU,2015,3,7,1,0,1,3,105,161.9,7
LU,2016,2,2,0,0,0,1,122.0,122,2
LU,2017,2,4,1,0,3,4,24.0,40.8,4
LU,2018,3,3,2,0,0,1,112,146,3
LU,2019,3,7,2,1,2,3,204,164.9,7
LU,2020,2,3,1,1,2,3,14,30.7,3
LU,2021,2,2,1,0,1,2,46.0,46,2
LU,2022,2,4,1,2,3,3,15.0,189.8,4
LU,2023,2,2,1,0,1,1,168.5,168.5,2
LU,2024,1,2,1,1,2,2,9.5,9.5,2
LU,2025,1,1,1,0,0,1,90,90,1
LV,2018,1,1,0,0,0,0,433,433,1
LV,2019,1,5,0,0,0,0,427,458.4,5
LV,2020,1,1,0,0,0,0,257,257,1
MA,2013,2,6,0,1,1,3,102.5,136.3,6
MA,2014,7,18,0,1,7,13,148.5,228.6,34
MA,2015,15,29,2,2,12,30,119.5,189.9,62
MA,2016,16,43,4,8,25,41,189,257.9,113
MA,2017,21,60,6,9,39,62,191,262.6,165
MA,2018,24,63,9,3,30,54,228,327.0,165
MA,2019,10,34,1,0,5,9,358.0,411,52
MA,2020,7,12,2,0,0,0,331.5,388.4,12
MA,2021,3,20,0,0,2,4,317,476.6,21
MA,2022,5,10,0,0,0,2,151,654.2,11
MA,2023,8,15,1,0,0,0,362.0,621,18
MA,2024,8,14,0,0,0,1,321,488.6,17
MA,2025,7,36,1,2,4,6,286,383.8,39
MA,2026,3,5,0,0,0,2,115,136.6,5
MD,2017,2,3,0,0,0,0,663,533,3
MD,2018,1,6,0,0,0,0,531.5,698.5,6
MD,2019,1,3,0,0,1,1,179,141.3,3
MD,2020,1,10,0,0,0,1,285.0,420.1,10
MD,2021,2,6,0,0,0,0,413.0,449.5,6
MD,2022,1,5,0,0,0,0,511,796.2,5
MD,2023,1,2,0,0,0,1,218.0,218,2
MD,2024,1,1,0,0,0,0,350,350,1
MF,2017,1,2,0,0,0,0,390.5,390.5,2
MF,2024,1,1,0,0,0,0,320,320,1
MF,2025,1,1,0,0,0,0,611,611,1
MF,2026,1,1,0,0,0,0,296,296,1
MG,2016,1,2,0,0,0,0,375.0,375,2
MG,2017,1,2,0,0,0,1,276.5,276.5,2
MG,2020,1,1,0,0,0,0,500,500,1
MG,2021,1,1,0,0,0,0,782,782,1
MG,2022,1,1,0,0,0,0,461,461,1
MG,2023,1,1,0,0,0,0,273,273,1
MG,2024,1,2,0,0,0,0,429.0,429,2
MG,2025,1,2,0,0,0,0,487.0,487,2
MM,2013,1,1,0,0,0,0,163,163,1
MM,2016,2,2,1,0,0,0,616.0,616,2
MM,2017,2,2,1,0,1,1,652.5,652.5,2
MM,2018,4,17,1,0,0,1,281,466.3,21
MM,2019,2,11,0,0,1,1,371,375.6,11
MM,2020,3,14,1,0,0,0,351.5,403.3,14
MM,2022,2,6,0,0,0,0,648.0,1009.5,6
MM,2023,1,3,0,0,1,1,160,295.7,3
MM,2024,2,7,0,0,1,1,304,380.7,7
MM,2025,2,4,1,0,1,1,454.5,418,4
MM,2026,1,1,1,0,0,0,178,178,1
MN,2012,2,3,0,0,1,1,151.5,215.8,4
MN,2013,3,17,0,1,6,8,127,138.2,21
MN,2014,12,25,1,0,1,9,224.5,278.1,80
MN,2015,13,38,2,5,17,39,146.0,196.3,118
MN,2016,17,42,1,0,2,7,278.0,347.6,100
MN,2017,26,50,4,1,9,18,281,350.5,173
MN,2018,29,56,4,1,3,19,330,435.9,153
MN,2019,21,73,2,0,14,29,291.5,359.8,200
MN,2020,21,82,2,1,3,23,364,455.7,159
MN,2021,19,45,3,1,1,2,297.5,473.6,52
MN,2022,18,56,3,1,6,11,394,495.9,71
MN,2023,15,56,1,0,12,18,254.5,331.8,68
MN,2024,12,53,0,0,5,6,430,472.9,59
MN,2025,16,56,2,0,2,5,416.0,486.9,68
MN,2026,7,20,0,0,0,1,365,436.9,25
MP,2011,1,1,0,0,1,1,27,27,1
MP,2015,1,1,0,0,0,0,284,284,1
MP,2021,1,1,0,0,0,0,2106,2106,1
MP,2023,1,1,0,0,0,0,842,842,1
MP,2024,1,2,0,0,0,0,1037.5,1037.5,2
MR,2018,1,1,0,0,0,0,344,344,1
MR,2020,1,6,0,0,1,1,382.5,400.5,6
MR,2021,1,3,0,0,0,0,152,156,3
MR,2022,1,2,0,0,0,0,456.0,456,2
MR,2023,1,1,0,0,1,1,45,45,1
MV,2019,1,2,1,0,0,0,434.0,434,2
MX,2013,1,1,1,0,0,0,331,331,1
MX,2014,2,2,0,0,0,0,572,533,3
MX,2015,3,5,1,0,1,1,248,313,5
MX,2016,6,16,0,0,1,1,346.5,384.2,18
MX,2017,10,18,2,0,1,4,376.5,442.2,24
MX,2018,15,40,5,0,6,10,250,311.7,67
MX,2019,10,43,4,0,2,16,218,303.4,63
MX,2020,7,40,3,0,5,12,186,332.3,45
MX,2021,5,25,2,0,10,17,74.5,221.0,28
MX,2022,5,35,1,0,11,22,72,219.2,35
MX,2023,6,40,3,0,7,18,156.5,231.5,44
MX,2024,7,31,1,0,4,8,295,478.5,33
MX,2025,6,28,2,0,3,6,252.5,445.6,28
MX,2026,3,4,2,0,1,1,304,363,5
MY,2011,1,1,1,0,1,1,49,49,1
MY,2012,2,4,2,0,0,1,161.5,149.8,4
MY,2013,2,3,2,0,1,1,144,109,3
MY,2014,4,4,1,0,0,0,250.0,332.2,4
MY,2015,5,6,1,0,0,0,264.5,334.8,6
MY,2016,7,19,5,0,0,1,336.0,400.4,34
MY,2017,5,10,3,0,0,2,580,582.4,11
MY,2018,7,13,4,0,0,0,393.5,530,16
MY,2019,8,21,6,0,3,6,238,262.1,27
MY,2020,7,39,2,0,3,8,218,358.0,45
MY,2021,6,27,3,0,2,9,225,378.5,29
MY,2022,7,28,3,0,2,7,245.5,434.0,28
MY,2023,7,8,3,0,0,0,524.0,550,8
MY,2024,8,21,4,0,2,6,331.5,408.9,24
MY,2025,12,25,6,0,0,1,406,439.9,27
MY,2026,7,12,3,1,2,4,143.5,242.5,12
NA,2015,1,2,0,0,0,1,245.5,245.5,2
NA,2016,1,7,0,0,0,0,503,647.7,7
NA,2017,1,2,0,0,0,0,508.5,508.5,2
NF,2012,1,1,1,0,0,0,225,225,1
NF,2013,1,2,1,0,0,0,125.0,125,2
NF,2014,1,3,1,0,0,0,209,200.7,3
NF,2015,3,6,3,0,0,2,242.0,384.2,6
NF,2016,2,3,2,0,0,0,275,334.7,3
NF,2017,1,2,1,0,0,0,270.5,270.5,2
NF,2018,1,1,1,0,0,0,953,953,1
NF,2019,2,3,2,0,0,0,414,582.7,3
NF,2020,2,8,2,0,0,0,713.5,784.9,8
NF,2021,2,3,2,0,0,0,228,617.7,3
NF,2022,3,5,3,0,0,0,171,226.6,5
NF,2023,2,5,2,0,0,1,350,341.4,5
NF,2024,3,12,3,0,2,2,260.5,322.1,12
NF,2025,3,6,3,0,0,0,271.5,458.5,6
NF,2026,2,2,2,0,0,0,312.5,312.5,2
NG,2016,1,12,0,0,1,2,189.5,267.2,12
NG,2017,1,10,0,0,0,1,237.0,255.3,10
NG,2018,3,6,2,1,1,1,292.0,364.5,8
NG,2019,1,13,0,0,0,0,277,444.1,13
NG,2020,1,4,0,0,0,0,378.0,387,4
NG,2021,1,6,0,0,0,1,144.5,149,6
NG,2025,1,2,1,0,1,1,228.5,228.5,2
NL,2011,2,7,1,4,8,8,11.5,15.5,8
NL,2012,5,19,1,17,30,37,20,34.6,39
NL,2013,10,27,1,14,32,46,59,107.7,69
NL,2014,13,29,1,10,28,46,101,121.3,93
NL,2015,21,41,4,5,43,65,108.5,161.9,144
NL,2016,28,43,5,3,28,55,149,233.9,157
NL,2017,23,46,6,1,22,39,147,255.8,107
NL,2018,33,55,7,9,30,57,125,216.9,131
NL,2019,21,57,5,6,27,47,120,186.0,107
NL,2020,16,46,5,3,12,23,164,278.8,63
NL,2021,13,50,4,0,12,25,118.0,311.1,60
NL,2022,15,33,3,2,14,23,83,393.4,39
NL,2023,12,25,3,3,7,16,84,214.7,31
NL,2024,14,31,2,2,14,17,77,174,33
NL,2025,12,22,0,0,4,6,330.0,322.0,26
NL,2026,5,6,2,0,0,2,275.0,362,6
NO,2013,3,4,0,0,1,1,181,172.2,5
NO,2014,3,8,1,0,2,4,128.0,161.4,8
NO,2015,6,18,3,3,6,6,143,174.7,23
NO,2016,11,36,3,4,11,27,138.0,195.3,64
NO,2017,17,45,5,6,21,35,161.0,235.1,116
NO,2018,13,37,3,0,12,18,167.5,253.3,50
NO,2019,7,25,2,0,5,13,102.5,245.6,28
NO,2020,9,17,3,1,5,7,189,305.3,19
NO,2021,8,30,2,1,9,18,153,346.3,39
NO,2022,6,19,2,1,7,11,109.5,249.2,22
NO,2023,5,14,1,1,3,6,200.5,227.1,16
NO,2024,3,12,1,0,4,6,140,205.1,13
NO,2025,5,19,2,1,5,8,178,224,19
NO,2026,2,8,1,0,1,1,274,285.9,9
NP,2016,1,2,0,0,0,0,1030.0,1030,2
NP,2017,1,2,0,0,0,0,592.5,592.5,2
NP,2018,1,14,0,0,0,1,292.5,328.9,14
NP,2019,1,1,0,1,1,1,6,6,1
NP,2020,1,1,0,0,0,0,657,657,1
NP,2022,1,2,0,0,1,1,244.5,244.5,2
NP,2023,2,3,0,0,0,1,250,373.7,3
NP,2024,1,6,0,0,0,0,475.5,674.8,6
NP,2025,2,4,0,0,0,1,282.0,538,4
NP,2026,2,4,0,0,0,1,135.0,168.8,4
NZ,2018,2,9,0,0,0,2,327,412.1,11
NZ,2019,1,6,0,0,0,0,317.5,304.3,6
NZ,2020,1,2,0,0,0,0,697.5,697.5,2
NZ,2024,1,1,0,0,0,0,825,825,1
OM,2015,1,1,0,0,0,0,149,149,1
OM,2017,1,3,0,1,2,2,36,145.7,3
OM,2018,2,3,0,0,0,0,114,144.3,3
OM,2019,1,1,0,0,0,0,225,225,1
OM,2020,2,5,0,0,1,1,285,264,5
OM,2021,1,2,0,0,0,0,175.0,175,2
PG,2018,1,1,1,0,1,1,40,40,1
PH,2016,3,15,0,0,2,3,151.0,180.6,18
PH,2017,4,50,0,0,3,13,167,235.4,65
PH,2018,5,66,2,2,20,39,103,151.7,79
PH,2019,2,49,1,1,12,18,187.0,259.5,58
PH,2020,2,34,1,2,8,15,144.5,245.2,34
PH,2021,2,5,1,0,1,2,102,170.4,5
PH,2022,1,1,1,0,0,1,97,97,1
PH,2023,1,32,0,0,4,12,131.5,154.1,32
PH,2024,2,16,0,0,4,6,127.5,283.9,16
PH,2025,3,4,1,0,0,1,432.0,499.8,4
PH,2026,2,3,0,0,1,1,244,200.7,3
PK,2014,1,1,0,0,0,1,60,60,1
PK,2016,2,2,0,0,0,0,613.5,613.5,2
PK,2017,1,1,0,0,0,0,399,399,1
PK,2018,3,3,1,0,0,1,206,412.7,3
PK,2019,2,14,0,0,0,0,343.0,331.8,14
PK,2020,3,16,1,0,1,3,536.5,543.2,16
PK,2021,1,4,0,0,0,0,680.0,788,4
PK,2022,1,3,0,0,0,0,277,361,3
PK,2023,1,5,0,0,1,2,214,528.2,5
PK,2024,1,4,0,0,0,1,307.5,287.5,4
PK,2025,2,8,0,0,1,2,353,376.6,9
PK,2026,2,4,0,0,1,1,373.0,401.8,4
PL,2011,1,1,0,0,0,1,79,79,1
PL,2012,4,5,0,0,1,2,120,132.6,5
PL,2013,8,25,0,15,25,31,26,68.2,43
PL,2014,19,33,0,30,58,81,73.0,139.2,136
PL,2015,26,47,4,29,100,149,82,138.8,257
PL,2016,39,61,9,69,203,271,51,132.9,409
PL,2017,57,82,7,70,178,241,113.5,189.2,516
PL,2018,61,92,14,79,169,263,105.0,203.0,540
PL,2019,50,99,7,63,131,177,120.0,200.3,386
PL,2020,43,131,6,44,116,165,138.0,248.4,394
PL,2021,40,137,7,21,90,138,135.5,275.9,356
PL,2022,32,131,4,20,62,100,147,245.0,267
PL,2023,29,131,2,24,65,104,132,250.6,257
PL,2024,32,113,4,13,40,75,185,298.5,217
PL,2025,21,98,1,19,47,52,202.5,321.6,152
PL,2026,17,42,3,1,9,18,177.0,235.3,58
PN,2014,1,2,0,0,0,0,427.0,427,2
PN,2015,1,4,0,0,0,1,435.5,436,4
PN,2016,1,1,0,0,0,0,805,805,1
PN,2021,1,3,0,0,0,0,445,405.3,3
PN,2022,1,2,0,0,0,0,2283.0,2283,2
PN,2023,1,1,0,0,0,0,525,525,1
PR,2016,1,2,1,0,0,0,244.0,244,2
PR,2017,1,14,1,0,1,3,237.5,314.2,14
PR,2018,1,1,1,0,0,0,537,537,1
PR,2019,2,7,2,0,1,1,495,539.1,7
PR,2022,1,1,1,0,0,0,2022,2022,1
PS,2015,1,3,0,0,0,0,350,296,3
PS,2016,1,22,0,0,0,2,313.5,382.4,22
PS,2017,1,6,0,0,0,0,488.5,465.2,6
PS,2021,1,3,0,0,0,1,461,423.3,3
PS,2023,1,1,0,0,0,0,823,823,1
PS,2024,1,1,0,0,0,0,482,482,1
PS,2025,1,1,0,0,0,0,205,205,1
PT,2013,1,1,0,0,0,0,112,112,1
PT,2014,2,7,1,0,1,4,97,111.6,7
PT,2015,6,25,5,0,4,18,113,181.1,41
PT,2016,10,40,6,0,18,36,107,162.7,77
PT,2017,9,73,5,7,58,94,69.5,112.2,150
PT,2018,11,63,6,8,40,59,84,184.9,111
PT,2019,6,66,5,6,38,66,80,184.0,121
PT,2020,6,71,4,9,46,69,65,188.5,111
PT,2021,6,60,3,2,37,51,58,165.1,81
PT,2022,5,48,4,4,17,40,81,211.7,63
PT,2023,9,47,5,3,19,33,82,170.3,61
PT,2024,6,51,3,4,28,40,59.5,105.8,60
PT,2025,6,55,4,5,31,46,56,96.4,67
PT,2026,4,15,2,0,3,7,135.0,153.6,18
QA,2016,1,2,0,0,0,0,218.5,218.5,2
QA,2017,1,5,0,0,0,0,235,279.8,5
QA,2019,1,1,0,0,0,0,220,220,1
QA,2020,1,2,0,0,0,0,379.0,379,2
RO,2012,2,3,0,1,3,3,11,17,3
RO,2013,5,19,1,2,14,16,39.5,136.5,24
RO,2014,4,15,0,2,11,11,35,169.1,19
RO,2015,3,10,0,0,2,6,98.5,204.8,12
RO,2016,10,19,2,0,5,9,200,284.3,29
RO,2017,12,35,3,1,14,22,149,235.4,53
RO,2018,22,57,7,11,37,58,106,185.3,121
RO,2019,12,84,2,6,37,63,135,208.3,149
